Symbol,Name,MarketCap,Country,Sector,Industry
OVBC,Ohio Valley Banc Corp.,107018373.25,United States,Finance,Major Banks
HGT,Hugoton Royalty Trust,107200000,United States,Energy,Oil & Gas Production
HBIO,Harvard Bioscience  Inc.,107205730.24,United States,Capital Goods,Biotechnology: Laboratory Analytical Instruments
IMI,Intermolecular  Inc.,107279530.6,United States,Technology,Semiconductors
AAPC,Atlantic Alliance Partnership Corp.,107721620.81,United States,Finance,Business Services
HWCC,Houston Wire & Cable Company,108291317.67,United States,Consumer Non-Durables,Telecommunications Equipment
BOOM,Dynamic Materials Corporation,108297793.66,United States,Capital Goods,Industrial Specialties
HDNG,Hardinge  Inc.,109625511.94,United States,Capital Goods,Industrial Machinery/Components
JCAP,Jernigan Capital  Inc.,109796700,United States,Consumer Services,Real Estate Investment Trusts
TRMR,Tremor Video  Inc.,109817362.11,United States,Technology,Advertising
CFCB,Centrue Financial Corporation,110233141.218,United States,Finance,Major Banks
ARR,ARMOUR Residential REIT  Inc.,110282058.25,United States,Consumer Services,Real Estate Investment Trusts
ASFI,Asta Funding  Inc.,110364089.55,United States,Finance,Finance Companies
OFED,Oconee Federal Financial Corp.,110584232,United States,Finance,Savings Institutions
EML,Eastern Company (The),110811348.88,United States,Capital Goods,Industrial Machinery/Components
RVSB,Riverview Bancorp Inc,111414055.5,United States,Finance,Savings Institutions
PSDV,pSivida Corp.,111785987,United States,Capital Goods,Biotechnology: Laboratory Analytical Instruments
MAYS,J. W. Mays  Inc.,111936263.4,United States,Consumer Services,Building operators
VNRBP,Vanguard Natural Resources LLC,112210000,United States,Energy,Oil & Gas Production
RNDY,Roundy&#39;s  Inc.,112606616.76,United States,Consumer Services,Food Chains
ALSK,Alaska Communications Systems Group  Inc.,112893061.12,United States,Public Utilities,Telecommunications Equipment
ASBB,ASB Bancorp  Inc.,112904917.75,United States,Finance,Savings Institutions
FCFP,First Community Financial Partners  Inc.,112960032.15,United States,Finance,Major Banks
ULBI,Ultralife Corporation,113386169,United States,Miscellaneous,Industrial Machinery/Components
IVAC,Intevac  Inc.,113612818.8,United States,Technology,Industrial Machinery/Components
HFFC,HF Financial Corp.,113789000.0751,United States,Finance,Savings Institutions
PIP,PharmAthene  Inc,114319385.72,United States,Health Care,Major Pharmaceuticals
CLRO,ClearOne  Inc.,114592727.04,United States,Public Utilities,Telecommunications Equipment
EARN,Ellington Residential Mortgage REIT,114731895.96,United States,Consumer Services,Real Estate Investment Trusts
CATB,Catabasis Pharmaceuticals  Inc.,114733455,United States,Health Care,Major Pharmaceuticals
ESXB,Community Bankers Trust Corporation.,115034967.09,United States,Finance,Major Banks
ENFC,Entegra Financial Corp.,115216200,United States,Finance,Banks
MNTX,Manitex International  Inc.,115305076.8,United States,Technology,Industrial Machinery/Components
UFAB,Unique Fabricating  Inc.,115365671.4,United States,Capital Goods,Auto Parts:O.E.M.
ZEUS,Olympic Steel  Inc.,115505869.5,United States,Basic Industries,Metal Fabrications
CMT,Core Molding Technologies Inc,115634520,United States,Consumer Non-Durables,Plastic Products
FONR,Fonar Corporation,116381996.91,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
EGAN,eGain Corporation,117138609.99,United States,Technology,Computer Software: Prepackaged Software
ZFC,ZAIS Financial Corp.,117251733.06,United States,Consumer Services,Real Estate Investment Trusts
PVBC,Provident Bancorp  Inc.,117309216.7,United States,Finance,Savings Institutions
ATNY,API Technologies Corp.,117505346,United States,Technology,Semiconductors
MSB,Mesabi Trust,117686489.7,United States,Basic Industries,Precious Metals
PFMT,Performant Financial Corporation,118086329.34,United States,Consumer Services,Other Consumer Services
ISTR,Investar Holding Corporation,118096287.378,United States,Finance,Major Banks
LSBG,Lake Sunapee Bank Group,118109977.72,United States,Finance,Savings Institutions
EPRS,EPIRUS Biopharmaceuticals  Inc.,118546013.88,United States,Health Care,Major Pharmaceuticals
MEET,MeetMe  Inc.,119112108.94,United States,Consumer Services,Advertising
NSSC,NAPCO Security Technologies  Inc.,119586186.12,United States,Consumer Durables,Telecommunications Equipment
AHC,A.H. Belo Corporation,119674025.04,United States,Consumer Services,Newspapers/Magazines
TCON,TRACON Pharmaceuticals  Inc.,119702833.69,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TWMC,Trans World Entertainment Corp.,120155573.82,United States,Consumer Services,Consumer Electronics/Video Chains
REFR,Research Frontiers Incorporated,120394538.46,United States,Miscellaneous,Multi-Sector Companies
GCBC,Greene County Bancorp  Inc.,120397024.5,United States,Finance,Banks
SMED,Sharps Compliance Corp,120632441.44,United States,Basic Industries,Environmental Services
NKA,Niska Gas Storage Partners LLC,120804142.32,United States,Public Utilities,Natural Gas Distribution
UTI,Universal Technical Institute Inc,121173146.54,United States,Consumer Services,Other Consumer Services
NMRX,Numerex Corp.,121247592.15,United States,Consumer Durables,Telecommunications Equipment
CBYL,Carbylan Therapeutics  Inc.,121609922.28,United States,Health Care,Major Pharmaceuticals
UPLD,Upland Software  Inc.,121742730.45,United States,Technology,Computer Software: Prepackaged Software
GORO,Gold Resource Corporation,121903580.25,United States,Basic Industries,Precious Metals
RKDA,Arcadia Biosciences  Inc.,122028746,United States,Basic Industries,Agricultural Chemicals
IDI,IDI  Inc.,122346232.26,United States,Consumer Services,Advertising
PCYO,Pure Cycle Corporation,122351373.82,United States,Public Utilities,Water Supply
MITK,Mitek Systems  Inc.,122408331.45,United States,Technology,Computer peripheral equipment
UNB,Union Bankshares  Inc.,122601358.97,United States,Finance,Major Banks
CVCY,Central Valley Community Bancorp,122909152.34,United States,Finance,Major Banks
HTCH,Hutchinson Technology Incorporated,123040526.43,United States,Capital Goods,Industrial Machinery/Components
ZYNE,Zynerba Pharmaceuticals  Inc.,123236217.93,United States,Health Care,Major Pharmaceuticals
MSL,MidSouth Bancorp,123364180.86,United States,Finance,Major Banks
ACW,Accuride Corporation New,124199707.45,United States,Capital Goods,Auto Parts:O.E.M.
CVGI,Commercial Vehicle Group  Inc.,124489575.31,United States,Capital Goods,Auto Parts:O.E.M.
CHMG,Chemung Financial Corp,124554047.052,United States,Finance,Major Banks
CNXR,Connecture  Inc.,124684376.4,United States,Technology,Computer Software: Prepackaged Software
DRAD,Digirad Corporation,124845330.1,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MVIS,Microvision  Inc.,125122400,United States,Capital Goods,Industrial Machinery/Components
SMMF,Summit Financial Group  Inc.,125244457.8,United States,Finance,Major Banks
MNI,McClatchy Company (The),125269426.08,United States,Consumer Services,Newspapers/Magazines
MIFI,Novatel Wireless  Inc.,125427792.72,United States,Consumer Durables,Telecommunications Equipment
MIRN,Mirna Therapeutics  Inc.,125755672.02,United States,Health Care,Major Pharmaceuticals
NERV,Minerva Neurosciences  Inc,125830617.87,United States,Health Care,Major Pharmaceuticals
EGY,Vaalco Energy Inc,125870574.24,United States,Energy,Oil & Gas Production
PBIP,Prudential Bancorp  Inc.,126093412.32,United States,Finance,Banks
XELB,Xcel Brands  Inc,126704906.24,United States,Miscellaneous,Multi-Sector Companies
ACNB,ACNB Corporation,126727335,United States,Finance,Major Banks
PFBI,Premier Financial Bancorp  Inc.,126813355.956,United States,Finance,Major Banks
SHBI,Shore Bancshares Inc,126935801.4,United States,Finance,Major Banks
DPRX,Dipexium Pharmaceuticals  Inc.,127218757.9,United States,Health Care,Major Pharmaceuticals
STS,Supreme Industries  Inc.,127391655.3,United States,Capital Goods,Construction/Ag Equipment/Trucks
FSYS,Fuel Systems Solutions  Inc.,127559612.1,United States,Capital Goods,Auto Parts:O.E.M.
HGG,HHGregg  Inc.,127733778.58,United States,Consumer Services,Consumer Electronics/Video Chains
UNIS,Unilife Corporation,127847489.8656,United States,Health Care,Medical/Dental Instruments
WHLR,Wheeler Real Estate Investment Trust  Inc.,127882551.54,United States,Consumer Services,Real Estate Investment Trusts
BPTH,Bio-Path Holdings  Inc.,128360906.96,United States,Health Care,Major Pharmaceuticals
TWIN,Twin Disc  Incorporated,128407287.96,United States,Technology,Industrial Machinery/Components
AP,Ampco-Pittsburgh Corporation,128411680.2,United States,Capital Goods,Fluid Controls
JNP,Juniper Pharmaceuticals  Inc.,128819513.76,United States,Health Care,Major Pharmaceuticals
CRK,Comstock Resources  Inc.,128864293.2,United States,Energy,Oil & Gas Production
GDEN,Golden Entertainment  Inc.,128960896.14,United States,Consumer Services,Services-Misc. Amusement & Recreation
MXPT,MaxPoint Interactive  Inc.,129458104.92,United States,Consumer Services,Advertising
CVLY,Codorus Valley Bancorp  Inc,129461111.6,United States,Finance,Savings Institutions
NEOT,Neothetics  Inc.,129492499.5,United States,Health Care,Major Pharmaceuticals
DSCI,Derma Sciences  Inc.,129548875.98,United States,Health Care,Medical/Dental Instruments
NVLS,Nivalis Therapeutics  Inc.,129795296.4,United States,Health Care,Major Pharmaceuticals
MN,Manning & Napier  Inc.,130029944,United States,Finance,Investment Managers
LAYN,Layne Christensen Company,130232175.92,United States,Basic Industries,Engineering & Construction
CVO,Cenveo Inc,130317235.2,United States,Consumer Durables,Containers/Packaging
AINC,Ashford Inc.,130329935,United States,Consumer Services,Professional Services
MBRG,Middleburg Financial Corporation,130944301.4,United States,Finance,Major Banks
PMBC,Pacific Mercantile Bancorp,130948803.32,United States,Finance,Major Banks
SGM,Stonegate Mortgage Corporation,131231347.1,United States,Finance,Finance: Consumer Services
GLYC,GlycoMimetics  Inc.,131232017.7,United States,Health Care,Major Pharmaceuticals
CFFI,C&F Financial Corporation,131381159.4,United States,Finance,Major Banks
GRIF,Griffin Industrial Realty  Inc.,131909324.8,United States,Finance,Real Estate
SLI,SL Industries  Inc.,132772720,United States,Capital Goods,Industrial Machinery/Components
TNXP,Tonix Pharmaceuticals Holding Corp.,132937463.14,United States,Health Care,Major Pharmaceuticals
BYLK,Baylake Corp,133279646.5,United States,Finance,Major Banks
KEM,Kemet Corporation,133667572.72,United States,Capital Goods,Electrical Products
GST,Gastar Exploration Inc.,133837337.06,United States,Energy,Oil & Gas Production
DLA,Delta Apparel  Inc.,134142622.92,United States,Consumer Non-Durables,Apparel
CUI,CUI Global  Inc.,134164708.5,United States,Consumer Non-Durables,Electronic Components
JMP,JMP Group LLC,134241982.4,United States,Finance,Investment Bankers/Brokers/Service
BREW,Craft Brew Alliance  Inc.,134294248.995,United States,Consumer Non-Durables,Beverages (Production/Distribution)
BSQR,BSQUARE Corporation,134296672.5,United States,Miscellaneous,Business Services
VOXX,VOXX International Corporation,134304161.4,United States,Consumer Non-Durables,Electronic Components
FNTC,FinTech Acquisition Corp.,134559196.734,United States,Finance,Business Services
MHGC,Morgans Hotel Group Co.,135045514.5,United States,Consumer Services,Hotels/Resorts
WLFC,Willis Lease Finance Corporation,135128620.75,United States,Consumer Durables,Industrial Specialties
REXX,Rex Energy Corporation,135251673.3,United States,Energy,Oil & Gas Production
NWPX,Northwest Pipe Company,135341240.8,United States,Basic Industries,Steel/Iron Ore
CIX,CompX International Inc.,136523418.1107,United States,Capital Goods,Industrial Machinery/Components
SKUL,Skullcandy  Inc.,136760243.23,United States,Consumer Non-Durables,Consumer Electronics/Appliances
STRS,Stratus Properties  Inc.,137280635.18,United States,Consumer Services,Homebuilding
LNTH,Lantheus Holdings  Inc.,137333123.2,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
FBIO,Fortress Biotech  Inc.,137691122.1,United States,Health Care,Major Pharmaceuticals
FATE,Fate Therapeutics  Inc.,137839536,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CPSS,Consumer Portfolio Services  Inc.,137972582.72,United States,Finance,Finance: Consumer Services
EMG,Emergent Capital  Inc.,138402099.36,United States,Finance,Life Insurance
CHCT,Community Healthcare Trust Incorporated,138720124.4,United States,Consumer Services,Real Estate Investment Trusts
WLB,Westmoreland Coal Company,138888025.19,United States,Energy,Coal Mining
SHLO,Shiloh Industries  Inc.,139547281.95,United States,Capital Goods,Industrial Specialties
REXI,Resource America  Inc.,139647243.8,United States,Finance,Finance/Investors Services
SONA,Southern National Bancorp of Virginia  Inc.,139816434.87,United States,Finance,Major Banks
III,Information Services Group  Inc.,139887547.5,United States,Consumer Services,Professional Services
RVLT,Revolution Lighting Technologies  Inc.,139898722,United States,Consumer Durables,Building Products
LBMH,Liberator Medical Holdings  Inc.,140051989.96,United States,Health Care,Medical/Nursing Services
AVNU,Avenue Financial Holdings  Inc.,140299341,United States,Finance,Major Banks
ASPN,Aspen Aerogels  Inc.,140351833.02,United States,Consumer Services,RETAIL: Building Materials
SPAR,Spartan Motors  Inc.,140452925.1,United States,Capital Goods,Auto Manufacturing
AXGN,AxoGen  Inc.,140618690.88,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
BWFG,Bankwell Financial Group  Inc.,140831692.8,United States,Finance,Major Banks
LMIA,LMI Aerospace  Inc.,141140769.975,United States,Capital Goods,Military/Government/Technical
SFST,Southern First Bancshares  Inc.,141406939.8,United States,Finance,Major Banks
TROV,TrovaGene  Inc.,141892263.58,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CTG,Computer Task Group  Incorporated,142116488.36,United States,Technology,EDP Services
LUB,Luby&#39;s  Inc.,142131572.94,United States,Consumer Services,Restaurants
GNK,Genco Shipping & Trading Limited Warrants Expiring 12/31/2021 ,142151556.3,United States,Transportation,Marine Transportation
PLNR,Planar Systems  Inc.,142670150.7,United States,Capital Goods,Industrial Machinery/Components
CORI,Corium International  Inc.,142730329.5,United States,Health Care,Major Pharmaceuticals
CFNB,California First National Bancorp,142777962.6,United States,Finance,Major Banks
EXA,Exa Corporation,142975646.66,United States,Technology,Computer Software: Prepackaged Software
DGAS,Delta Natural Gas Company  Inc.,143369996.4,United States,Public Utilities,Oil & Gas Production
INBK,First Internet Bancorp,143414725.74,United States,Finance,Major Banks
TZOO,Travelzoo Inc.,143474621.96,United States,Technology,EDP Services
ALIM,Alimera Sciences  Inc.,143892479.16,United States,Health Care,Major Pharmaceuticals
ENOC,EnerNOC  Inc.,144954500.1,United States,Technology,Computer Software: Programming  Data Processing
FENX,Fenix Parts  Inc.,145085273.24,United States,Consumer Services,Motor Vehicles
SLMAP,SLM Corporation,145193400,United States,Finance,Finance: Consumer Services
MNRK,Monarch Financial Holdings  Inc.,145205859.15,United States,Finance,Major Banks
WFD,Westfield Financial  Inc.,145375604.64,United States,Finance,Savings Institutions
ABEO,Abeona Therapeutics Inc.,145800102.76,United States,Health Care,Major Pharmaceuticals
XOMA,XOMA Corporation,145858364.28,United States,Health Care,Major Pharmaceuticals
WG,Willbros Group  Inc.,145953948.05,United States,Energy,Oilfield Services/Equipment
CARO,Carolina Financial Corporation,145971635.55,United States,Finance,Major Banks
GTXI,GTx  Inc.,145989076.48,United States,Health Care,Major Pharmaceuticals
SBRAP,Sabra Healthcare REIT  Inc.,146280000,United States,Consumer Services,Real Estate Investment Trusts
PLPM,Planet Payment  Inc.,146610337.32,United States,Miscellaneous,Business Services
AZUR,Azure Midstream Partners  LP,147151813.32,United States,Public Utilities,Natural Gas Distribution
KVHI,KVH Industries  Inc.,147392918.8,United States,Technology,Radio And Television Broadcasting And Communications Equipment
MRIN,Marin Software Incorporated,148013823.78,United States,Technology,EDP Services
NAME,Rightside Group  Ltd.,148107645.6,United States,Miscellaneous,Business Services
CDXS,Codexis  Inc.,148136350.24,United States,Basic Industries,Major Chemicals
ZAIS,ZAIS Group Holdings  Inc.,148307465.18,United States,Finance,Investment Managers
SNAK,Inventure Foods  Inc.,149226666.24,United States,Consumer Non-Durables,Packaged Foods
HRMN,Harmony Merger Corp.,149339025,United States,Finance,Business Services
ORM,Owens Realty Mortgage  Inc.,149684656.6,United States,Consumer Services,Real Estate Investment Trusts
MLNK,ModusLink Global Solutions  Inc,150547878.72,United States,Miscellaneous,Business Services
CLCT,Collectors Universe  Inc.,150991858,United States,Miscellaneous,Business Services
MBTF,M B T Financial Corp,151288650.45,United States,Finance,Major Banks
ESSA,ESSA Bancorp  Inc.,151334006.46,United States,Finance,Banks
ORRF,Orrstown Financial Services Inc,151920281.75,United States,Finance,Major Banks
SAMG,Silvercrest Asset Management Group Inc.,151964658.74,United States,Finance,Investment Managers
PROV,Provident Financial Holdings  Inc.,152810521.95,United States,Finance,Savings Institutions
BBRG,Bravo Brio Restaurant Group  Inc.,153195144.48,United States,Consumer Services,Restaurants
SLP,Simulations Plus  Inc.,153380422.36,United States,Technology,EDP Services
TCBIP,Texas Capital Bancshares  Inc.,153705000,United States,Finance,Major Banks
PNRG,PrimeEnergy Corporation,153811707,United States,Energy,Oil & Gas Production
STML,Stemline Therapeutics  Inc.,154041319.31,United States,Health Care,Major Pharmaceuticals
ONE           ,Higher One Holdings  Inc.,154497889.42,United States,Miscellaneous,Business Services
FRBK,Republic First Bancorp  Inc.,154667452.27,United States,Finance,Major Banks
STRP,Straight Path Communications Inc.,154925781.6,United States,Public Utilities,Telecommunications Equipment
IRDMB,Iridium Communications Inc,155306500,United States,Consumer Durables,Telecommunications Equipment
UNTD,United Online  Inc.,155570546.43,United States,Technology,Computer Software: Programming  Data Processing
IESC,Integrated Electrical Services  Inc.,155746497.1024,United States,Capital Goods,Engineering & Construction
ASMB,Assembly Biosciences  Inc.,156256245.54,United States,Health Care,Major Pharmaceuticals
ONFC,Oneida Financial Corp.,156678870.75,United States,Finance,Savings Institutions
ESIO,Electro Scientific Industries  Inc.,157948306.39,United States,Miscellaneous,Industrial Machinery/Components
FBRC,FBR & Co,157986007.53,United States,Finance,Investment Bankers/Brokers/Service
TRIV,TriVascular Technologies  Inc.,158206277.91,United States,Health Care,Medical/Dental Instruments
CHKE,Cherokee Inc.,158757528.52,United States,Consumer Non-Durables,Apparel
ARQL,ArQule  Inc.,159089590.33,United States,Health Care,Major Pharmaceuticals
SALM,Salem Media Group  Inc.,159112618.75,United States,Consumer Services,Broadcasting
RNWK,RealNetworks  Inc.,159174919.2,United States,Technology,EDP Services
RLH,Red Lion Hotels Corporation,160015266.58,United States,Consumer Services,Hotels/Resorts
AXAS,Abraxas Petroleum Corporation,160340861.51,United States,Energy,Oil & Gas Production
LCNB,LCNB Corporation,160398479.85,United States,Finance,Major Banks
ITIC,Investors Title Company,160520463.75,United States,Finance,Specialty Insurers
RILY,B. Riley Financial  Inc.,160667802.2,United States,Miscellaneous,Business Services
SIFI,SI Financial Group  Inc.,160796161.75,United States,Finance,Savings Institutions
UCTT,Ultra Clean Holdings  Inc.,161184432.52,United States,Technology,Semiconductors
CDI,CDI Corporation,161297897.67,United States,Technology,Professional Services
ZINC,Horsehead Holding Corp.,162055542.22,United States,Capital Goods,Metal Fabrications
LMRK,Landmark Infrastructure Partners LP,162208647.04,United States,Consumer Services,Real Estate
GLF,GulfMark Offshore  Inc.,162388532.16,United States,Energy,Metal Fabrications
EFOI,Energy Focus  Inc.,163584994.5,United States,Consumer Durables,Building Products
NEFF,Neff Corporation,163755128.6,United States,Technology,Diversified Commercial Services
EMES,Emerge Energy Services LP,163774609.88,United States,Energy,Oilfield Services/Equipment
VVUS,VIVUS  Inc.,164353289.02,United States,Health Care,Major Pharmaceuticals
VPG,Vishay Precision Group  Inc.,164883930.36,United States,Capital Goods,Electrical Products
CNTY,Century Casinos  Inc.,165901687.6,United States,Consumer Services,Hotels/Resorts
FSTR,L.B. Foster Company,166685777.1,United States,Basic Industries,Metal Fabrications
XONE,The ExOne Company,166702652.76,United States,Capital Goods,Industrial Machinery/Components
VALU,Value Line  Inc.,167069006.5,United States,Finance,Investment Managers
NWY,New York & Company  Inc.,167657557.6,United States,Consumer Services,Clothing/Shoe/Accessory Stores
SMBC,Southern Missouri Bancorp  Inc.,167797451.6,United States,Finance,Banks
CTRL,Control4 Corporation,167933129,United States,Capital Goods,Electrical Products
HNNA,Hennessy Advisors  Inc.,168831063.54,United States,Finance,Investment Managers
GIFI,Gulf Island Fabrication  Inc.,168843893.31,United States,Capital Goods,Metal Fabrications
SBBP,Strongbridge Biopharma plc,169643056,United States,Health Care,Major Pharmaceuticals
CIFC,CIFC Corp.,169741389.45,United States,Finance,Finance: Consumer Services
HZN,Horizon Global Corporation,169783053.8,United States,Capital Goods,Auto Parts:O.E.M.
AOI,Alliance One International  Inc.,170553239.64,United States,Consumer Services,Farming/Seeds/Milling
MCF,Contango Oil & Gas Company,170702063.7,United States,Energy,Oil & Gas Production
FVE,Five Star Quality Care  Inc.,171170941.35,United States,Health Care,Hospital/Nursing Management
MFSF,MutualFirst Financial Inc.,171379545.858,United States,Finance,Major Banks
NEWT,Newtek Business Services Corp.,171658277.72,United States,Miscellaneous,Business Services
FNWB,First Northwest Bancorp,171876723.2,United States,Finance,Banks
KONA,Kona Grill  Inc.,172334868.8,United States,Consumer Services,Restaurants
GAIA,Gaiam  Inc.,172882348.95,United States,Consumer Services,Movies/Entertainment
RST,Rosetta Stone,173484354.12,United States,Technology,Computer Software: Prepackaged Software
YCB,Your Community Bankshares  Inc.,173773289.85,United States,Finance,Major Banks
VISI,Volt Information Sciences  Inc.,174925611.56,United States,Technology,Professional Services
SPNE,SeaSpine Holdings Corporation,175938957.42,United States,Health Care,Medical/Dental Instruments
BDE,Black Diamond  Inc.,176263169.98,United States,Consumer Non-Durables,Recreational Products/Toys
AMPE,Ampio Pharmaceuticals  Inc.,176274257.34,United States,Health Care,Major Pharmaceuticals
EVLV,EVINE Live Inc.,176517594.15,United States,Consumer Services,Catalog/Specialty Distribution
HIL,Hill International  Inc.,176604382.75,United States,Consumer Services,Military/Government/Technical
UFPT,UFP Technologies  Inc.,177978753,United States,Capital Goods,Containers/Packaging
NATH,Nathan&#39;s Famous  Inc.,178815908.28,United States,Consumer Services,Restaurants
GUID,Guidance Software  Inc.,179011900,United States,Technology,Computer Software: Prepackaged Software
SZMK,Sizmek Inc.,179074878.6,United States,Consumer Services,Advertising
JAKK,JAKKS Pacific  Inc.,180161109.8,United States,Consumer Non-Durables,Recreational Products/Toys
ENZ,Enzo Biochem  Inc.,180563294.8,United States,Health Care,Medical Specialities
AGRX,Agile Therapeutics  Inc.,181068116.13,United States,Health Care,Major Pharmaceuticals
HURC,Hurco Companies  Inc.,181155002.7,United States,Capital Goods,Industrial Machinery/Components
TBRA,Tobira Therapeutics  Inc.,181196425.78,United States,Health Care,Major Pharmaceuticals
GNCA,Genocea Biosciences  Inc.,181269150.4,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GHM,Graham Corporation,181381080.39,United States,Technology,Industrial Machinery/Components
CALA,Calithera Biosciences  Inc.,181496748.96,United States,Health Care,Major Pharmaceuticals
IVTY,Invuity  Inc.,181746504.9,United States,Health Care,Medical/Dental Instruments
PULB,Pulaski Financial Corp.,181767718.44,United States,Finance,Savings Institutions
MCBC,Macatawa Bank Corporation,182203324.82,United States,Finance,Major Banks
MTSN,Mattson Technology  Inc.,182773186.29,United States,Technology,Industrial Machinery/Components
LWAY,Lifeway Foods  Inc.,183075390.4,United States,Consumer Non-Durables,Packaged Foods
DTLK,Datalink Corporation,183132579.35,United States,Technology,EDP Services
GPAC,Global Partner Acquisition Corp.,183389062.5,United States,Finance,Business Services
CBNJ,Cape Bancorp  Inc.,183472257.6,United States,Finance,Major Banks
HCHC,HC2 Holdings  Inc.,183497192.52,United States,Public Utilities,Telecommunications Equipment
EMKR,EMCORE Corporation,183804354.72,United States,Technology,Semiconductors
NVEE,NV5 Holdings  Inc.,184663265.49,United States,Consumer Services,Other Consumer Services
VTL,Vital Therapies  Inc.,184681202.09,United States,Health Care,Major Pharmaceuticals
BAS,Basic Energy Services  Inc.,184936639.86,United States,Energy,Oilfield Services/Equipment
CUTR,Cutera  Inc.,185007936.87,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
HNRG,Hallador Energy Company,185010280,United States,Energy,Coal Mining
FMBH,First Mid-Illinois Bancshares  Inc.,185284396,United States,Finance,Major Banks
OLBK,Old Line Bancshares  Inc.,185687148.84,United States,Finance,Major Banks
VBTX,Veritex Holdings  Inc.,185861389.2,United States,Finance,Major Banks
TSQ,Townsquare Media  Inc.,185910969.9,United States,Consumer Services,Broadcasting
PES,Pioneer Energy Services Corp.,187043953.5,United States,Energy,Oil & Gas Production
RYI,Ryerson Holding Corporation,187099000,United States,Basic Industries,Metal Fabrications
SXCL,Steel Excel Inc.,187270578.3,United States,Energy,Oilfield Services/Equipment
TESS,TESSCO Technologies Incorporated,187703623.11,United States,Consumer Non-Durables,Electronic Components
HBCP,Home Bancorp  Inc.,187998898.91,United States,Finance,Banks
SLMBP,SLM Corporation,188000000,United States,Finance,Finance: Consumer Services
TLYS,Tilly&#39;s  Inc.,188447111.22,United States,Consumer Services,Clothing/Shoe/Accessory Stores
FFNW,First Financial Northwest  Inc.,188873533.7,United States,Finance,Banks
BIOS,BioScrip  Inc.,189009895.25,United States,Health Care,Medical/Nursing Services
MCHX,Marchex  Inc.,189995090.85,United States,Miscellaneous,Business Services
FUEL,Rocket Fuel Inc.,190034713.5,United States,Technology,Computer Software: Programming  Data Processing
NEN,New England Realty Associates Limited Partnership,190327936.304,United States,Consumer Services,Building operators
RLGT,Radiant Logistics  Inc.,190529713.57,United States,Transportation,Oil Refining/Marketing
TRTLU,Terrapin 3 Acquisition Corporation,190550000,United States,Finance,Business Services
AMOT,Allied Motion Technologies  Inc.,190649165.4,United States,Capital Goods,Electrical Products
BBOX,Black Box Corporation,190896514.75,United States,Technology,Computer Communications Equipment
CLMS,Calamos Asset Management  Inc.,192167080.56,United States,Finance,Investment Bankers/Brokers/Service
AE,Adams Resources & Energy  Inc.,193461128.52,United States,Energy,Oil Refining/Marketing
MDLY,Medley Management Inc.,193893992.13,United States,Finance,Investment Managers
ESCA,Escalade  Incorporated,194711207.08,United States,Consumer Non-Durables,Recreational Products/Toys
VCYT,Veracyte  Inc.,195861955.44,United States,Health Care,Medical Specialities
WFBI,WashingtonFirst Bankshares Inc,196004511.4704,United States,Finance,Major Banks
BZC,Breeze-Eastern Corporation,196202849.18,United States,Capital Goods,Military/Government/Technical
NL,NL Industries  Inc.,196228292.52,United States,Basic Industries,Major Chemicals
LCUT,Lifetime Brands  Inc.,197262409.39,United States,Capital Goods,Industrial Machinery/Components
NRIM,Northrim BanCorp Inc,197270006.14,United States,Finance,Savings Institutions
SGI,Silicon Graphics International Corp,197543035.52,United States,Technology,Computer Manufacturing
MATR,Mattersight Corporation,197688425.48,United States,Technology,EDP Services
FLKS,Flex Pharma  Inc.,197859824.02,United States,Health Care,Major Pharmaceuticals
CTSO,Cytosorbents Corporation,197871221,United States,Health Care,Medical/Dental Instruments
BELFA,Bel Fuse Inc.,198112339.35,United States,Capital Goods,Electrical Products
PTX,Pernix Therapeutics Holdings  Inc.,198372863,United States,Health Care,Major Pharmaceuticals
USDP,USD Partners LP,198379226.2,United States,Transportation,Railroads
PSIX,Power Solutions International  Inc.,198426853.82,United States,Energy,Industrial Machinery/Components
ORC,Orchid Island Capital  Inc.,198525892.8,United States,Consumer Services,Real Estate Investment Trusts
AST,Asterias Biotherapeutics  Inc.,198539510.4,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BKEP,Blueknight Energy Partners L.P.  L.L.C.,199650069.36,United States,Energy,Natural Gas Distribution
ESTE,Earthstone Energy  Inc.,199865026.1136,United States,Energy,Oil & Gas Production
OCAT,Ocata Therapeutics  Inc.,200572141.5,United States,Health Care,Major Pharmaceuticals
USAK,USA Truck  Inc.,200802435.9,United States,Transportation,Trucking Freight/Courier Services
PCO,Pendrell Corporation,200904298.623,United States,Miscellaneous,Multi-Sector Companies
LPCN,Lipocine Inc.,201238555.68,United States,Health Care,Major Pharmaceuticals
AVGR,Avinger  Inc.,201350697.8,United States,Health Care,Medical/Dental Instruments
